序號,代碼,校區,供水區,水號,水號格式1,裝置日期,供水區說明,識別碼,水號,繳費年月,水費年,水費月,用水度數,應繳金額,與去年比較增減度數
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1134,51180002015,106/11,106,11,21001.0,345158.0,3132.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1144,51180002015,106/12,106,12,23046.0,378593.0,4817.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1154,51180002015,107/01,107,01,19084.0,313815.0,3882.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1164,51180002015,107/02,107,02,18703.0,307586.0,3962.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1174,51180002015,107/03,107,03,23243.0,381815.0,8915.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1184,51180002015,107/04,107,04,14763.0,243167.0,-1752.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1194,51180002015,107/05,107,05,15604.0,256917.0,-906.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1204,51180002015,107/06,107,06,15920.0,262084.0,-81.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1214,51180002015,107/06,107,07,18730.0,308027.0,1816.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1224,51180002015,107/07,107,08,14646.0,241253.0,-932.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1234,51180002015,107/08,107,09,16260.0,267642.0,-2102.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1244,51180002015,107/09,107,10,15066.0,248121.0,-2999.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1254,51180002015,107/10,107,11,18715.0,307783.0,-2286.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1264,51180002015,107/11,107,12,22349.0,36719.0,-697.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1274,51180002015,108/01,108,01,18017.0,296370.0,-1067.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1284,51180002015,108/02,108,02,16984.0,279480.0,-1719.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1294,51180002015,108/03,108,03,16285.0,268052.0,-6958.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1304,51180002015,108/04,108,04,17309.0,284793.0,2546.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1314,51180002015,108/05,108,05,14982.0,246746.0,-622.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1324,51180002015,108/06,108,06,17936.0,295045.0,2016.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1334,51180002015,108/07,108,07,18309.0,301143.0,-421.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1344,51180002015,108/08,108,08,17411.0,286462.0,2765.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1354,51180002015,108/09,108,09,17525.0,288326.0,1265.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1364,51180002015,108/10,108,10,16201.0,266678.0,1135.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1374,51180002015,108/11,108,11,19321.0,317690.0,606.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1384,51180002015,108/12,108,12,18133.0,298266.0,-4216.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1394,51180002015,109/01,109,01,14638.0,241123.0,-3379.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1404,51180002015,109/02,109,02,14619.0,240812.0,-2365.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1414,51180002015,109/03,109,03,17548.0,288702.0,1263.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1424,51180002015,109/04,109,04,16290.0,268133.0,-1019.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1434,51180002015,109/05,109,05,18238.0,299983.0,3256.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1444,51180002015,109/06,109,06,21633.0,355492.0,3697.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1454,51180002015,109/07,109,07,22773.0,374130.0,4464.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1464,51180002015,109/08,109,08,22048.0,362276.0,4637.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1474,51180002015,109/09,109,09,22012.0,361687.0,4487.0
1.0,A1,蘭潭,蘭潭主校區,51180002015,51-1800-0201-5,1980-10-24 00:00:00,蘭潭校區個建築主要供水源(不包含機械與能源學系及宿舍區用水),1484,51180002015,109/10,109,10,22768.0,374048.0,6567.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,227,51180255228,101/08,101,08,355.0,7599.0,-372.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,237,51180255228,101/09,101,09,341.0,7370.0,-597.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,247,51180255228,101/10,101,10,350.0,7517.0,-344.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,257,51180255228,101/11,101,11,331.0,7207.0,-244.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,267,51180255228,101/12,101,12,354.0,7582.0,-118.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,275,51180255228,102/01,102,01,372.0,7877.0,-29.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,290,51180255228,102/02,102,02,464.0,9382.0,54.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,300,51180255228,102/03,102,03,577.0,11229.0,119.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,307,51180255228,097/01,097,01,2126.0,36554.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,315,51180255228,097/02,097,02,2290.0,42440.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,7,51180255228,099/07,099,07,1684.0,29328.0,-458.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,15,51180255228,099/08,099,08,1882.0,32565.0,-260.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,23,51180255228,099/09,099,09,2166.0,37208.0,24.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,31,51180255228,099/10,099,10,1477.0,25944.0,-665.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,40,51180255228,099/11,099,11,995.0,18063.0,-1147.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,49,51180255228,099/12,099,12,1039.0,18782.0,-1103.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,58,51180255228,100/01,100,01,818.0,15169.0,-1324.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,67,51180255228,100/02,100,02,789.0,14694.0,-333.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,76,51180255228,100/03,100,03,901.0,16526.0,-261.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,85,51180255228,100/04,100,04,795.0,14793.0,-660.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,94,51180255228,100/05,100,05,752.0,14089.0,-605.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,103,51180255228,100/06,100,06,852.0,15725.0,-653.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,112,51180255228,100/07,100,07,782.0,14579.0,-902.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,121,51180255228,100/08,100,08,727.0,13681.0,-1155.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,130,51180255228,100/09,100,09,938.0,17131.0,-1228.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,139,51180255228,100/10,100,10,694.0,13142.0,-783.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,148,51180255228,100/11,100,11,575.0,11196.0,-420.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,157,51180255228,100/12,100,12,472.0,9511.0,-567.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,166,51180255228,101/01,101,01,401.0,8351.0,-417.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,175,51180255228,101/02,101,02,410.0,8499.0,-379.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,184,51180255228,101/03,101,03,458.0,9283.0,-443.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,193,51180255228,101/04,101,04,342.0,7385.0,-453.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,202,51180255228,101/05,101,05,377.0,7959.0,-375.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,211,51180255228,101/06,101,06,347.0,7468.0,-505.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,217,51180255228,101/07,101,07,270.0,6209.0,-512.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,646,51180255228,102/07,102,07,362.0,7713.0,92.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,656,51180255228,102/12,102,12,294.0,6602.0,-60.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,666,51180255228,102/11,102,11,619.0,11915.0,288.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,676,51180255228,103/01,103,01,277.0,6324.0,-95.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,686,51180255228,103/02,103,02,244.0,5784.0,-220.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,607,51180255228,099/01,099,01,2142.0,36815.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,609,51180255228,099/02,099,02,1122.0,20139.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,611,51180255228,099/03,099,03,1162.0,20793.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,613,51180255228,099/04,099,04,1455.0,25584.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,615,51180255228,099/05,099,05,1357.0,23982.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,617,51180255228,099/06,099,06,1505.0,26402.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,583,51180255228,098/01,098,01,1685.0,29346.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,585,51180255228,098/02,098,02,1916.0,33120.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,587,51180255228,098/03,098,03,2106.0,36228.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,323,51180255228,097/03,097,03,2486.0,39236.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,331,51180255228,097/04,097,04,1931.0,33367.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,339,51180255228,097/05,097,05,2102.0,36161.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,347,51180255228,097/06,097,06,2296.0,39334.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,355,51180255228,097/07,097,07,1984.0,34234.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,363,51180255228,097/08,097,08,1982.0,34199.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,371,51180255228,097/09,097,09,1758.0,30539.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,379,51180255228,097/10,097,10,1953.0,33727.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,387,51180255228,097/11,097,11,1947.0,33628.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,395,51180255228,097/12,097,12,1909.0,33006.0,None
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,550,51180255228,102/04,102,04,569.0,11097.0,227.0
2.0,A2,蘭潭,蘭潭-能源學系,51180255228,51-1802-5522-8,2002-10-21 00:00:00,機械與能源學系、創新育成中心大樓用水,560,51180255228,102/05,102,05,788.0,14679.0,411.0
