"代碼","校區","校區電號別","電號","收費年","收費月","用電數","應繳總金額","經常(尖峰)契約容量","經常(尖峰)最高需量","離峰最高需量","功率因數","尖峰用電度數","半尖峰用電度數","週六半尖峰用電度數","週六半尖峰最高需量","離峰用電度","去年同期用電度數","基本電費","流動電費","半尖峰最高需量","功率因數調整費","超約附加費","免印寄單據減收","配合減少用電減收","停電扣減","其他加減收"
"D1","新民","新民-主校區","09-18-5706-95-7","102","05",177240.00,506784.00,630.00,,331.00,99.00,0.00,99000,17280.00,355.00,60960.00,186360.00,101992.50,410041.10,674,-14592.90,9346.40,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","102","06",231960.00,702809.00,630.00,,483.00,99.00,0.00,140640,16680.00,406.00,74640.00,258960.00,101992.50,549111.10,802,-18556.40,70264.90,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","102","07",263520.00,889264.00,630.00,738.00,457.00,99.00,61800.00,88680,26280.00,570.00,86760.00,233760.00,134332.00,729206.60,715,-24610.80,50338.70,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","102","08",173160.00,625555.00,630.00,500.00,417.00,98.00,52080.00,58440,13800.00,345.00,48840.00,182400.00,136641.90,512215.80,453,-17358.70,,-3.00,-5940.90,,
"D1","新民","新民-主校區","09-18-5706-95-7","102","09",157560.00,565334.00,630.00,616.00,466.00,98.00,45240.00,51720,15600.00,318.00,45000.00,149880.00,136641.90,459288.70,566,-15687.60,,-3.00,-14906.40,,
"D1","新民","新民-主校區","09-18-5706-95-7","102","10",202560.00,706208.00,630.00,687.00,526.00,99.00,53400.00,64440,17040.00,394.00,67680.00,180120.00,140868.00,589748.40,620,-20822.50,25490.40,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","102","11",218760.00,683748.00,630.00,,386.00,99.00,0.00,135360,15840.00,372.00,67560.00,223200.00,105147.00,602298.00,697,-20162.10,23032.20,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","102","12",175680.00,548909.00,630.00,,433.00,99.00,0.00,103200,17040.00,316.00,55440.00,183600.00,105147.00,477871.20,525,-16616.00,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","103","01",157920.00,501124.00,630.00,,336.00,99.00,0.00,92400,12120.00,267.00,53400.00,150840.00,105147.00,427117.20,399,-15169.50,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","103","02",134640.00,433070.00,630.00,,333.00,98.00,0.00,71520,12000.00,308.00,51120.00,160320.00,105147.00,354103.20,396,-12399.70,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","103","03",111960.00,373037.00,630.00,,343.00,99.00,0.00,57720,8760.00,260.00,45480.00,105360.00,105147.00,291072.00,409,-11292.20,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","103","04",161280.00,507339.00,630.00,,381.00,99.00,0.00,91200,16320.00,363.00,53760.00,161640.00,105147.00,433718.40,596,-15357.60,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","103","05",180480.00,562673.00,630.00,,378.00,99.00,0.00,105360,12240.00,374.00,62880.00,177240.00,105147.00,486818.40,662,-16871.00,10681.60,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","103","06",219600.00,673537.00,630.00,,428.00,99.00,0.00,126480,20520.00,408.00,72600.00,231960.00,105147.00,593048.40,694,-19898.50,21530.10,-3.00,,,-26287
"D1","新民","新民-主校區","09-18-5706-95-7","103","07",224880.00,852949.00,630.00,726.00,429.00,99.00,58800.00,71400,19320.00,516.00,75360.00,263520.00,140868.00,719245.20,609,-24513.20,50310.00,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","103","08",179280.00,688124.00,630.00,494.00,348.00,98.00,51240.00,62040,15480.00,415.00,50520.00,173160.00,140868.00,594978.00,480,-19702.40,,-3.00,-6124.70,,
"D1","新民","新民-主校區","09-18-5706-95-7","103","09",152760.00,571936.00,630.00,384.00,338.00,98.00,39720.00,48120,17280.00,370.00,47640.00,157560.00,140868.00,489790.80,362,-16375.70,,-3.00,-24148.80,,
"D1","新民","新民-主校區","09-18-5706-95-7","103","10",192000.00,738462.00,630.00,685.00,486.00,99.00,52680.00,63240,15840.00,387.00,60240.00,202560.00,140868.00,624956.40,579,-21825.90,24596.00,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","103","11",208560.00,647493.00,630.00,,352.00,99.00,0.00,129600,14640.00,349.00,64320.00,218760.00,105147.00,574780.80,668,-19377.90,12684.40,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","103","12",173280.00,535876.00,630.00,,378.00,98.00,0.00,95640,18720.00,387.00,58920.00,175680.00,105147.00,463123.20,451,-15343.20,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","104","01",156840.00,517607.00,630.00,,339.00,99.00,0.00,93960,12240.00,266.00,50640.00,157920.00,105147.00,427647.60,409,-15184.60,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","104","02",140400.00,467522.00,630.00,,330.00,98.00,0.00,78000,14040.00,288.00,48360.00,134640.00,105147.00,375351.60,397,-12973.40,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","104","03",100080.00,346812.00,630.00,,273.00,98.00,0.00,46920,4800.00,207.00,48360.00,111960.00,105147.00,251292.00,358,-9623.80,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","104","04",158520.00,518861.00,630.00,,358.00,99.00,0.00,92760,12480.00,304.00,53280.00,161280.00,105147.00,428938.80,454,-15221.40,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","104","05",174840.00,526564.00,630.00,,350.00,99.00,0.00,104760,11640.00,354.00,58440.00,180480.00,105147.00,436867.20,560,-15447.40,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","104","06",228960.00,666335.00,630.00,,456.00,99.00,0.00,129720,20880.00,408.00,78360.00,219600.00,105147.00,563902.80,679,-19067.90,16356.20,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","104","07",259920.00,1029520.00,630.00,824.00,454.00,99.00,74160.00,90480,15960.00,553.00,79320.00,224880.00,140868.00,799404.00,717,-26797.70,116048.40,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","104","08",164040.00,612314.00,630.00,516.00,349.00,98.00,47040.00,55080,14520.00,380.00,47400.00,179280.00,140868.00,504867.60,481,-17434.80,,-3.00,,,-15984
"D1","新民","新民-主校區","09-18-5706-95-7","104","09",121560.00,489322.00,630.00,471.00,271.00,97.00,34920.00,39600,11160.00,290.00,35880.00,152760.00,140868.00,372672.00,451,-12804.30,,-3.00,,-11410.30,
"D1","新民","新民-主校區","09-18-5706-95-7","104","10",185640.00,717854.00,630.00,684.00,390.00,98.00,53880.00,62400,14160.00,460.00,55200.00,192000.00,140868.00,572090.40,626,-19249.80,24148.80,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","104","11",224160.00,665767.00,630.00,,366.00,99.00,0.00,139560,18960.00,463.00,65640.00,208560.00,105147.00,556446.00,697,-18855.40,23032.20,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","104","12",198480.00,577962.00,630.00,,400.00,99.00,0.00,121680,16920.00,397.00,59880.00,173280.00,105147.00,489772.80,568,-16955.20,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","105","01",173880.00,521784.00,630.00,,340.00,99.00,0.00,108480,14640.00,312.00,50760.00,156840.00,105147.00,431947.20,421,-15307.10,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","105","02",140040.00,425417.00,630.00,,346.00,99.00,0.00,76320,15720.00,315.00,48000.00,140400.00,105147.00,332752.80,403,-12480.10,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","105","03",114120.00,353621.00,630.00,,316.00,98.00,0.00,54600,11520.00,262.00,48000.00,100080.00,105147.00,258289.20,368,-9812.70,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","105","04",164400.00,497410.00,630.00,,338.00,99.00,0.00,101520,14040.00,309.00,48840.00,158520.00,105147.00,406857.60,409,-14592.10,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","105","05",192480.00,506062.00,630.00,,436.00,99.00,0.00,111840,20400.00,378.00,60240.00,174840.00,105147.00,408624.00,576,-7706.50,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","105","06",249960.00,660845.00,630.00,,435.00,99.00,0.00,154920,20280.00,463.00,74760.00,228960.00,105147.00,541873.20,698,-9705.30,23532.90,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","105","07",246360.00,880865.00,630.00,795.00,573.00,99.00,67080.00,81600,21600.00,620.00,76080.00,259920.00,140868.00,655347.60,780,-11943.20,96595.20,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","105","08",178800.00,599755.00,630.00,498.00,439.00,98.00,46440.00,56520,22440.00,433.00,53400.00,164040.00,140868.00,468022.80,525,-9133.30,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","105","09",160560.00,535434.00,630.00,414.00,336.00,98.00,45360.00,55320,16080.00,325.00,43800.00,121560.00,140868.00,436531.20,408,-8153.80,,-3.00,-33808.30,,
"D1","新民","新民-主校區","09-18-5706-95-7","105","10",199680.00,682908.00,630.00,684.00,434.00,99.00,53040.00,66720,17640.00,428.00,62280.00,185640.00,140868.00,527925.60,632,-10031.90,24148.80,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","105","11",235440.00,614724.00,630.00,,441.00,99.00,0.00,140640,22680.00,478.00,72120.00,224160.00,105147.00,504369.60,673,-9142.70,14353.40,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","105","12",191280.00,514406.00,630.00,,386.00,99.00,0.00,119640,17160.00,368.00,54480.00,198480.00,105147.00,417096.00,516,-7833.60,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","106","01",170640.00,453011.00,630.00,,343.00,99.00,0.00,104040,17520.00,346.00,49080.00,173880.00,105147.00,369213.60,429,-7115.40,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","106","02",134160.00,362356.00,630.00,,375.00,98.00,0.00,72360,9720.00,326.00,52080.00,140040.00,105147.00,274286.40,410,-5691.50,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","106","03",112560.00,321861.00,630.00,,328.00,98.00,0.00,60720,11640.00,254.00,40200.00,114120.00,105147.00,231883.20,372,-5055.40,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","106","04",163920.00,440813.00,630.00,,315.00,99.00,0.00,102120,13920.00,300.00,47880.00,164400.00,105147.00,356440.80,423,-6923.80,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","106","05",178440.00,458472.00,630.00,,373.00,99.00,0.00,101040,18960.00,361.00,58440.00,192480.00,105147.00,374931.60,544,-7201.10,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","106","06",226080.00,586449.00,630.00,,540.00,98.00,0.00,135960,17640.00,403.00,72480.00,249960.00,105147.00,483597.60,710,-8831.10,29541.30,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","106","07",238680.00,784526.00,630.00,714.00,578.00,98.00,66480.00,80760,21840.00,558.00,69600.00,246360.00,140868.00,642645.60,721,-11752.70,44597.00,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","106","08",167640.00,552975.00,630.00,476.00,426.00,98.00,43800.00,52200,20520.00,386.00,51120.00,178800.00,140868.00,438166.80,441,-8685.50,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","106","09",161160.00,552874.00,630.00,454.00,356.00,98.00,48000.00,53520,15840.00,352.00,43800.00,160560.00,140868.00,442778.40,541,-8754.60,,-3.00,,-4554.70,
"D1","新民","新民-主校區","09-18-5706-95-7","106","10",218400.00,771685.00,630.00,774.00,454.00,98.00,60360.00,72600,24000.00,590.00,61440.00,199680.00,140868.00,586698.00,718,-10913.40,82508.40,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","106","11",217920.00,578538.00,630.00,,494.00,98.00,0.00,127440,16680.00,438.00,73800.00,235440.00,105147.00,460634.40,738,-8486.70,43560.90,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","106","12",184800.00,486775.00,630.00,,357.00,99.00,0.00,117000,15600.00,368.00,52200.00,191280.00,105147.00,404568.00,535,-7645.70,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","107","01",161520.00,427712.00,630.00,,342.00,99.00,0.00,93840,16800.00,295.00,50880.00,170640.00,105147.00,342722.40,406,-6718.00,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","107","02",147120.00,399949.00,630.00,,343.00,99.00,0.00,86520,13440.00,325.00,47160.00,134160.00,105147.00,312784.80,436,-6268.90,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","107","03",105480.00,293817.00,630.00,,318.00,98.00,0.00,47640,8760.00,276.00,49080.00,112560.00,105147.00,202518.00,387,-4614.90,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","107","04",170280.00,450804.00,630.00,,345.00,99.00,0.00,102360,17880.00,318.00,50040.00,163920.00,105147.00,366471.60,482,-7074.20,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","107","05",179160.00,469728.00,630.00,,486.00,99.00,0.00,98520,16080.00,433.00,64560.00,178440.00,105147.00,386668.80,544,-7377.20,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","107","06",258840.00,707309.00,630.00,,602.00,99.00,0.00,160440,19680.00,500.00,78720.00,226080.00,105147.00,585280.80,753,-10356.40,51071.40,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","107","07",239040.00,832028.00,630.00,753.00,446.00,99.00,64440.00,78000,25080.00,638.00,71520.00,238680.00,140868.00,666183.60,735,-12105.70,68421.60,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","107","08",161160.00,566073.00,630.00,465.00,432.00,98.00,44640.00,52800,13440.00,300.00,50280.00,167640.00,140868.00,451881.60,394,-8891.20,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","107","09",147000.00,534898.00,630.00,398.00,291.00,95.00,41640.00,50400,13200.00,319.00,41760.00,161160.00,140868.00,3836568.00,357,-8401.50,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","107","10",182400.00,608302.00,630.00,634.00,357.00,96.00,47640.00,57840,18360.00,346.00,58560.00,218400.00,140868.00,451881.60,578,500194.80,1788.80,-3.00,-5031.00,,
"D1","新民","新民-主校區","09-18-5706-95-7","107","11",198120.00,533226.00,630.00,,357.00,96.00,0.00,126240,14760.00,328.00,57120.00,217920.00,105147.00,453207.60,561,-8375.30,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","107","12",176400.00,485761.00,630.00,,355.00,96.00,0.00,112200,13800.00,308.00,50400.00,184800.00,105147.00,403506.00,495,-7629.70,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","108","01",164400.00,448516.00,630.00,,338.00,96.00,0.00,95760,17280.00,376.00,51360.00,161520.00,105147.00,364305.60,453,-7041.70,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","108","02",141360.00,400612.00,630.00,,318.00,96.00,0.00,83520,13200.00,315.00,44640.00,147120.00,105147.00,314344.80,398,-6292.30,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","108","03",116040.00,323953.00,630.00,,300.00,96.00,0.00,53160,9480.00,302.00,53400.00,105480.00,105147.00,233406.00,384,-5078.20,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","108","04",159240.00,440169.00,630.00,,322.00,97.00,0.00,94800,16080.00,277.00,48360.00,170280.00,105147.00,355766.40,453,-6913.70,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","108","05",179160.00,481350.00,630.00,,586.00,97.00,0.00,106560,15360.00,391.00,57240.00,179160.00,105147.00,398887.20,586,-7560.50,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","108","06",210000.00,550316.00,630.00,,504.00,97.00,0.00,127320,17520.00,436.00,65160.00,258840.00,105147.00,471103.20,595,-8643.70,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","108","07",211080.00,689779.00,630.00,661.00,486.00,97.00,52560.00,66000,23160.00,520.00,69360.00,239040.00,140868.00,569635.20,698,-10615.20,26213.80,-3.00,-2817.40,,
"D1","新民","新民-主校區","09-18-5706-95-7","108","08",158880.00,567798.00,630.00,422.00,332.00,95.00,44880.00,55680,13800.00,315.00,44520.00,161160.00,140868.00,454392.00,410,-8918.30,,-3.00,-704.30,,
"D1","新民","新民-主校區","09-18-5706-95-7","108","09",150120.00,536813.00,630.00,476.00,308.00,95.00,40440.00,50280,17160.00,308.00,42240.00,147000.00,140868.00,420968.40,476,-8427.50,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","108","10",206400.00,692515.00,630.00,666.00,412.00,97.00,54840.00,69120,16200.00,444.00,66240.00,182400.00,140868.00,572823.60,584,-10705.30,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","108","11",213480.00,565364.00,630.00,,369.00,97.00,0.00,133560,18720.00,510.00,61200.00,198120.00,105147.00,485762.40,601,-8863.60,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","108","12",180480.00,481323.00,561.00,,373.00,96.00,0.00,108720,19680.00,338.00,52080.00,176400.00,97853.40,405864.00,468,-7555.70,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","109","01",159960.00,432173.00,561.00,,324.00,97.00,0.00,96960,13560.00,289.00,49440.00,164400.00,93630.90,358909.20,601,-6788.10,,-3.00,,,
"D1","新民","新民-主校區","09-18-5706-95-7","109","02",119640.00,327221.00,561.00,0.00,307.00,96.00,0.00,60360,9120.00,279.00,50160.00,141360.00,93630.90,249012.00,392,-5139.60,,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","099","10",27520.00,98776.00,180.00,156.00,130.00,92.00,15120.00,,2720.00,139.00,9680.00,,33540.00,67046.50,,-1810.50,,,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","099","11",62800.00,180063.00,180.00,188.00,116.00,93.00,37280.00,,5600.00,130.00,19920.00,,31062.60,151173.50,,-3553.60,,,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","099","12",50000.00,141802.00,180.00,115.00,82.00,91.00,26480.00,,4080.00,84.00,19440.00,,30042.00,114138.90,,-2378.90,,,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","100","01",55120.00,153555.00,180.00,112.00,87.00,92.00,29280.00,,5040.00,88.00,20800.00,,30042.00,126327.60,,-2814.60,,,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","100","02",44880.00,130203.00,180.00,103.00,71.00,92.00,24160.00,,2800.00,75.00,17920.00,,30042.00,102547.60,,-2386.60,,,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","100","03",36880.00,105562.00,180.00,97.00,73.00,91.00,15600.00,,2560.00,69.00,18720.00,,30042.00,77290.90,,-1770.90,,,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","100","04",48240.00,136765.00,180.00,128.00,72.00,98.00,25760.00,,4000.00,81.00,18480.00,,30042.00,110518.40,,-3795.10,,,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","100","05",53840.00,146192.00,180.00,145.00,103.00,100.00,27120.00,,4560.00,94.00,22160.00,,30042.00,120671.20,,-4521.30,,,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","100","06",77040.00,221550.00,180.00,220.00,128.00,100.00,44560.00,,6560.00,125.00,25920.00,,30042.00,182358.40,,-6372.00,15521.70,,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","100","07",87840.00,290475.00,180.00,252.00,167.00,100.00,50880.00,,7680.00,219.00,29280.00,,39567.60,217060.40,,-7698.80,41545.90,,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","100","08",75280.00,224939.00,180.00,196.00,137.00,100.00,43600.00,,6160.00,157.00,25520.00,,40248.00,186346.40,,-6797.80,5142.80,,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","100","09",87120.00,279170.00,180.00,236.00,160.00,100.00,49920.00,,7600.00,138.00,29600.00,,40248.00,215053.60,,-7659.00,31527.60,,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","100","10",84240.00,272573.00,180.00,233.00,148.00,100.00,50080.00,,6320.00,149.00,27840.00,,40248.00,210327.20,,-7517.20,29515.20,,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","100","11",76720.00,227746.00,180.00,229.00,129.00,100.00,44880.00,,6320.00,148.00,25520.00,62800.00,30722.40,182955.20,,-6410.30,20481.60,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","100","12",74400.00,202258.00,180.00,197.00,130.00,100.00,41360.00,,7680.00,160.00,25360.00,50000.00,30042.00,174172.80,,-6126.40,4172.50,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","101","01",60640.00,166470.00,180.00,168.00,100.00,100.00,34080.00,,4720.00,100.00,21840.00,55120.00,30042.00,141580.00,,-5148.60,,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","101","02",57040.00,156014.00,220.00,130.00,87.00,92.00,25360.00,,4800.00,101.00,26880.00,44880.00,36718.00,122158.40,,-2859.70,,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","101","03",42160.00,132326.00,220.00,144.00,83.00,92.00,23520.00,,3120.00,98.00,15520.00,36880.00,36718.00,98036.00,,-2425.50,,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","101","04",65440.00,172496.00,220.00,172.00,110.00,92.00,12080.00,22720,5920.00,120.00,24720.00,48240.00,36717.90,138942.40,163,-3161.80,,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","101","05",72080.00,184343.00,220.00,,176.00,93.00,0.00,40640,6080.00,164.00,25360.00,53840.00,36718.00,149080.80,232,-3623.00,2169.70,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","101","06",97280.00,235548.00,220.00,,210.00,100.00,0.00,54960,8480.00,159.00,33840.00,77040.00,36718.00,201472.80,239,-7145.70,4506.30,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","101","07",95440.00,328305.00,220.00,282.00,180.00,100.00,23440.00,31920,6400.00,196.00,33680.00,87840.00,47425.60,256363.90,272,-9113.60,33632.40,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","101","08",112720.00,365465.00,220.00,256.00,179.00,100.00,28400.00,33440,10800.00,202.00,40080.00,75280.00,47716.20,311766.50,248,-10784.40,16770.00,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","101","09",106960.00,351234.00,220.00,250.00,164.00,100.00,28080.00,34080,7920.00,163.00,36880.00,87120.00,47716.20,301243.90,247,-10468.80,12745.20,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","101","10",105120.00,361893.00,220.00,277.00,221.00,100.00,26960.00,32640,8880.00,205.00,36640.00,84240.00,47716.20,293560.80,264,-10238.30,30856.80,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","101","11",112000.00,306241.00,220.00,264.00,175.00,100.00,2960.00,57040,9920.00,181.00,42080.00,76720.00,37229.70,260679.80,254,-8937.20,17271.50,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","101","12",92320.00,245553.00,220.00,,175.00,100.00,0.00,51200,7280.00,168.00,33840.00,74400.00,35616.40,212200.30,241,-7434.50,5173.90,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","102","01",64880.00,177883.00,220.00,,155.00,100.00,0.00,34720,5920.00,140.00,24240.00,60640.00,35616.40,147771.30,162,-5501.60,,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","102","02",68800.00,184472.00,220.00,,98.00,100.00,0.00,35360,6080.00,104.00,27360.00,57040.00,35616.40,154563.60,141,-5705.40,,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","102","03",52240.00,142660.00,220.00,,97.00,100.00,0.00,22960,3680.00,110.00,25600.00,42160.00,35616.40,111456.10,154,-4412.10,,,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","102","04",75040.00,200744.00,220.00,,172.00,100.00,0.00,40800,5920.00,143.00,28320.00,65440.00,35616.40,171342.30,199,-6208.70,,-3.00,,,-3
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","102","05",82800.00,215016.00,220.00,,156.00,100.00,0.00,42480,7600.00,141.00,32720.00,72080.00,35616.40,186052.90,208,-6650.00,,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","102","06",101200.00,272128.00,250.00,,172.00,100.00,0.00,58480,7760.00,188.00,34960.00,97280.00,36911.60,235789.90,256,-8181.00,7610.60,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","102","07",114880.00,367591.00,250.00,284.00,193.00,97.00,25200.00,36320,11360.00,206.00,42000.00,95440.00,53306.30,309469.50,268,-9250.70,14068.40,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","102","08",112880.00,370875.00,250.00,272.00,187.00,96.00,29840.00,36000,8560.00,192.00,38480.00,112720.00,54223.00,318672.90,241,-8949.50,6931.60,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","102","09",113280.00,358894.00,250.00,252.00,209.00,96.00,28000.00,34480,11040.00,200.00,39760.00,106960.00,54223.00,313041.50,249,-8814.30,447.20,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","102","10",108160.00,343806.00,250.00,268.00,193.00,96.00,25680.00,31440,9200.00,223.00,41840.00,105120.00,55900.00,302097.60,257,-8591.90,8049.60,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","102","11",107520.00,312096.00,250.00,,180.00,97.00,0.00,59440,8560.00,195.00,39520.00,112000.00,41725.00,285709.60,265,-8349.50,5007.00,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","102","12",89440.00,261499.00,250.00,,177.00,97.00,0.00,47040,9040.00,186.00,33360.00,92320.00,41725.00,235143.20,218,-7060.10,,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","103","01",76880.00,228751.00,250.00,,124.00,98.00,0.00,40320,5920.00,117.00,30640.00,64880.00,41725.00,200856.80,163,-6549.70,,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","103","02",62240.00,189034.00,250.00,,113.00,98.00,0.00,30000,5040.00,124.00,27200.00,68800.00,41725.00,158738.40,139,-5412.50,,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","103","03",50160.00,158260.00,250.00,,84.00,98.00,0.00,23280,3280.00,88.00,23600.00,52240.00,41725.00,126104.00,120,-4531.30,,-3.00,,,
"D2","新民","新民-動物醫院及泳池區","09-18-5706-92-4","103","04",66080.00,203933.00,250.00,,140.00,97.00,0.00,35200,6320.00,169.00,24560.00,75040.00,41725.00,174194.40,176,-5505.90,,-3.00,,,
