"帳單年","帳單月","總用電度","校區","用電建築物","公開報表序號"
"107","06",107440.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"107","11",82720.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"107","12",77520.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"108","01",71600.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"108","02",50480.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"108","03",58720.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"108","04",62240.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"108","05",81760.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"108","06",101920.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"108","07",78560.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"108","08",91680.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"108","09",110160.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"108","10",76960.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"108","11",92000.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"108","12",79120.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"109","01",58160.00,"新民","嘉大動物醫院、溫室、游泳池","D201"
"102","03",0.00,"新民","溫室","D103"
"107","07",950.00,"新民","溫室","D103"
"102","04",315.00,"新民","溫室","D103"
"107","08",1105.00,"新民","溫室","D103"
"107","09",1166.00,"新民","溫室","D103"
"103","05",915.00,"新民","溫室","D103"
"103","06",1058.00,"新民","溫室","D103"
"103","07",1046.00,"新民","溫室","D103"
"103","08",1203.00,"新民","溫室","D103"
"103","09",1138.00,"新民","溫室","D103"
"103","10",1063.00,"新民","溫室","D103"
"109","02",1293.00,"新民","溫室","D103"
"103","11",1184.00,"新民","溫室","D103"
"103","12",954.00,"新民","溫室","D103"
"104","01",840.00,"新民","溫室","D103"
"102","09",447.00,"新民","溫室","D103"
"102","05",260.00,"新民","溫室","D103"
"102","06",371.00,"新民","溫室","D103"
"102","10",490.00,"新民","溫室","D103"
"102","12",345.00,"新民","溫室","D103"
"102","07",360.00,"新民","溫室","D103"
"102","08",415.00,"新民","溫室","D103"
"102","11",431.00,"新民","溫室","D103"
"103","01",248.00,"新民","溫室","D103"
"103","02",273.00,"新民","溫室","D103"
"104","02",848.00,"新民","溫室","D103"
"104","03",715.00,"新民","溫室","D103"
"107","10",1068.00,"新民","溫室","D103"
"103","04",474.00,"新民","溫室","D103"
"104","04",811.00,"新民","溫室","D103"
"104","05",1183.00,"新民","溫室","D103"
"104","06",974.00,"新民","溫室","D103"
"104","07",1253.00,"新民","溫室","D103"
"103","03",227.00,"新民","溫室","D103"
"104","08",1192.00,"新民","溫室","D103"
"106","01",1200.00,"新民","溫室","D103"
"106","02",984.00,"新民","溫室","D103"
"106","03",1043.00,"新民","溫室","D103"
"104","09",1173.00,"新民","溫室","D103"
"104","10",1184.00,"新民","溫室","D103"
"104","11",1080.00,"新民","溫室","D103"
"104","12",1051.00,"新民","溫室","D103"
"105","02",839.00,"新民","溫室","D103"
"105","03",987.00,"新民","溫室","D103"
"105","04",1066.00,"新民","溫室","D103"
"105","05",1446.00,"新民","溫室","D103"
"105","01",839.00,"新民","溫室","D103"
"105","06",1497.00,"新民","溫室","D103"
"105","07",1585.00,"新民","溫室","D103"
"105","08",1633.00,"新民","溫室","D103"
"105","09",1650.00,"新民","溫室","D103"
"105","10",1546.00,"新民","溫室","D103"
"105","11",1483.00,"新民","溫室","D103"
"105","12",1173.00,"新民","溫室","D103"
"106","04",1155.00,"新民","溫室","D103"
"106","05",1069.00,"新民","溫室","D103"
"106","06",1372.00,"新民","溫室","D103"
"106","07",881.00,"新民","溫室","D103"
"106","08",779.00,"新民","溫室","D103"
"106","09",1377.00,"新民","溫室","D103"
"106","10",1462.00,"新民","溫室","D103"
"106","11",1223.00,"新民","溫室","D103"
"106","12",1278.00,"新民","溫室","D103"
"107","01",1041.00,"新民","溫室","D103"
"107","02",778.00,"新民","溫室","D103"
"107","03",711.00,"新民","溫室","D103"
"107","04",935.00,"新民","溫室","D103"
"107","05",1021.00,"新民","溫室","D103"
"107","06",1364.00,"新民","溫室","D103"
"107","11",1121.00,"新民","溫室","D103"
"107","12",1167.00,"新民","溫室","D103"
"108","01",1112.00,"新民","溫室","D103"
"108","02",766.00,"新民","溫室","D103"
"108","03",950.00,"新民","溫室","D103"
"108","04",875.00,"新民","溫室","D103"
"108","05",1150.00,"新民","溫室","D103"
"108","06",1287.00,"新民","溫室","D103"
"108","07",982.00,"新民","溫室","D103"
"108","08",1418.00,"新民","溫室","D103"
"108","09",1843.00,"新民","溫室","D103"
"108","10",994.00,"新民","溫室","D103"
"108","11",1474.00,"新民","溫室","D103"
"108","12",1478.00,"新民","溫室","D103"
"109","01",1225.00,"新民","溫室","D103"
"102","03",0.00,"新民","游泳池","D303"
"107","07",17280.00,"新民","游泳池","D303"
"102","04",,"新民","游泳池","D303"
"107","08",22240.00,"新民","游泳池","D303"
"107","09",19200.00,"新民","游泳池","D303"
"103","05",15680.00,"新民","游泳池","D303"
"103","06",25920.00,"新民","游泳池","D303"
"103","07",22880.00,"新民","游泳池","D303"
"103","08",28000.00,"新民","游泳池","D303"
"103","09",23040.00,"新民","游泳池","D303"
"103","10",17920.00,"新民","游泳池","D303"
"109","02",8000.00,"新民","游泳池","D303"
"103","11",18240.00,"新民","游泳池","D303"
"103","12",13120.00,"新民","游泳池","D303"
"104","01",2080.00,"新民","游泳池","D303"
"102","09",23840.00,"新民","游泳池","D303"
"102","05",14352.00,"新民","游泳池","D303"
"102","06",12080.00,"新民","游泳池","D303"
"102","10",31680.00,"新民","游泳池","D303"
"102","12",24160.00,"新民","游泳池","D303"
"102","07",13200.00,"新民","游泳池","D303"
"102","08",26000.00,"新民","游泳池","D303"
"102","11",26560.00,"新民","游泳池","D303"
"103","01",20800.00,"新民","游泳池","D303"
"103","02",6560.00,"新民","游泳池","D303"
"104","02",1600.00,"新民","游泳池","D303"
"104","03",1600.00,"新民","游泳池","D303"
"107","10",14720.00,"新民","游泳池","D303"
"103","04",1920.00,"新民","游泳池","D303"
"104","04",1440.00,"新民","游泳池","D303"
"104","05",1760.00,"新民","游泳池","D303"
"104","06",1920.00,"新民","游泳池","D303"
"104","07",15200.00,"新民","游泳池","D303"
"103","03",1120.00,"新民","游泳池","D303"
"104","08",21920.00,"新民","游泳池","D303"
"106","01",1280.00,"新民","游泳池","D303"
"106","02",640.00,"新民","游泳池","D303"
"106","03",800.00,"新民","游泳池","D303"
"104","09",25280.00,"新民","游泳池","D303"
"104","10",23040.00,"新民","游泳池","D303"
"104","11",20000.00,"新民","游泳池","D303"
"104","12",11840.00,"新民","游泳池","D303"
"105","02",3520.00,"新民","游泳池","D303"
"105","03",3040.00,"新民","游泳池","D303"
"105","04",3200.00,"新民","游泳池","D303"
"105","05",16000.00,"新民","游泳池","D303"
"105","01",4000.00,"新民","游泳池","D303"
"105","06",18880.00,"新民","游泳池","D303"
"105","07",19520.00,"新民","游泳池","D303"
"105","08",21120.00,"新民","游泳池","D303"
"105","09",21120.00,"新民","游泳池","D303"
"105","10",20320.00,"新民","游泳池","D303"
"105","11",18560.00,"新民","游泳池","D303"
"105","12",9280.00,"新民","游泳池","D303"
"106","04",1280.00,"新民","游泳池","D303"
"106","05",8800.00,"新民","游泳池","D303"
"106","06",17760.00,"新民","游泳池","D303"
"106","07",19040.00,"新民","游泳池","D303"
"106","08",21920.00,"新民","游泳池","D303"
"106","09",23360.00,"新民","游泳池","D303"
"106","10",21760.00,"新民","游泳池","D303"
"106","11",16960.00,"新民","游泳池","D303"
"106","12",12160.00,"新民","游泳池","D303"
"107","01",1760.00,"新民","游泳池","D303"
"107","02",2560.00,"新民","游泳池","D303"
"107","03",1920.00,"新民","游泳池","D303"
"107","04",3360.00,"新民","游泳池","D303"
"107","05",14400.00,"新民","游泳池","D303"
"107","06",20800.00,"新民","游泳池","D303"
"107","11",15520.00,"新民","游泳池","D303"
"107","12",14560.00,"新民","游泳池","D303"
"108","01",15360.00,"新民","游泳池","D303"
"108","02",5920.00,"新民","游泳池","D303"
"108","03",4800.00,"新民","游泳池","D303"
"108","04",9600.00,"新民","游泳池","D303"
"108","05",15040.00,"新民","游泳池","D303"
"108","06",17440.00,"新民","游泳池","D303"
"108","07",12960.00,"新民","游泳池","D303"
"108","08",18240.00,"新民","游泳池","D303"
"108","09",17600.00,"新民","游泳池","D303"
"108","10",9440.00,"新民","游泳池","D303"
"108","11",11680.00,"新民","游泳池","D303"
"108","12",6080.00,"新民","游泳池","D303"
"109","01",7200.00,"新民","游泳池","D303"
"102","02",5267.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"100","05",39267.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"100","06",53209.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"100","07",49074.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"100","08",60912.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"100","09",60417.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"100","10",23416.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"100","11",0.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"100","12",122826.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"101","01",30965.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"107","07",38523.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"101","02",13792.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"101","03",23446.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"101","04",38167.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"101","05",46549.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"101","06",57527.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"101","07",51633.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"101","08",59563.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"101","09",50196.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"101","10",37960.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"101","11",46420.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"101","12",35715.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"102","01",27730.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"102","04",0.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"107","08",49632.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"107","09",35602.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"103","05",34720.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"103","06",44979.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"103","07",47609.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"103","08",57512.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"103","09",52782.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"103","10",47336.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"109","02",8586.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"103","11",45754.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"103","12",34899.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"104","01",21397.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"102","09",56832.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"102","05",39975.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"102","06",54911.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"102","10",50271.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"102","12",38539.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"102","07",56814.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"102","08",58236.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"102","11",49231.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"103","01",22897.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"103","02",21000.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"104","02",20968.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"104","03",10978.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"107","10",40475.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"103","04",27341.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"104","04",27361.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"104","05",41628.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"104","06",41495.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"104","07",53820.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"103","03",9415.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"104","08",47617.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"106","01",22132.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"106","02",14640.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"106","03",13062.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"104","09",42327.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"104","10",35213.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"104","11",40509.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"104","12",31167.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"105","02",12965.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"105","03",8866.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"105","04",21724.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"105","05",44400.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"105","01",19923.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"105","06",50425.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"105","07",43773.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"105","08",51982.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"105","09",52526.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"105","10",46069.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"105","11",45689.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"105","12",36328.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"106","04",24879.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"106","05",31285.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"106","06",47262.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"106","07",52692.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"106","08",44103.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"106","09",47600.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"106","10",47053.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"106","11",32858.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"106","12",26481.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"107","01",11738.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"107","02",10840.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"107","03",5134.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"107","04",20050.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"107","05",28595.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"107","06",45428.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"107","11",38642.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"107","12",28322.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
"108","01",22260.00,"蘭潭","蘭潭綜合大樓5-7F","A308"
