DataTimeStamp,E11,E12,E13,E21,E22,E31,E32,E33,D000001,D000002,D000003,D000004,D000005,D000006,D000007,D000008,D000009,D000010,D000011,D000012,D000013,D000014,D000015,D000016,D000017,D000018,D000019,D000020,D000021,D000022,D000023,D000024,D000025,D000026,D000027,D000028,D000029,D000030,D000031,D000032,D000033,D000034,D000035,D000036,D000037,D000038,D000039,D000040,D000041,D000042,D000043,D000044,D000045,D000046,D000047,D000048,D000049,D000050,D000051,D000052,D000053,D000054,D000055,D000062,D000063,D000064,D000065,D000066,D000067,D000068,D000069,D000070,D000071,D000072,D000073,D000074,D000075,D000076,D000077,D000078,D000079,D000080,D000081,D000082,D000083,D000084,D000085,C00001,C00002,C00003,C00004,C00005,C00006,C00007,C00008,C00009,C00010,C00011
2022-11-01,188824,33335,4350,40227,9740,81195,2602,76758,21097.25,3372.719,10791.594000000001,802705.375,30818.43499999999,50224.625,154990.5,135025.5,1947.514,1008.7189999999999,16839.375,174561.5,60428.25,39676.125,8071.171,33857.75,30313.06400000001,28093.565,9690.126,30450.688000000002,10528.874,77648.25,24459.748999999996,5472.608,6202.719,6760.890000000001,9071.954999999998,4667.735000000001,2543.187,11927.623,1495.044,7934.378000000001,4467.424,24867.065000000002,9004.564,52380.5,33969.623999999996,25978.314,26327.875,21145.314,279.427,4792.531,45906.375,78160.25,137339.5,5702.250000000001,10106.939,11045.593000000003,2081.311,1080.133,737.8239999999998,1133.2499999999998,437.04999999999995,116.84599999999999,111.72899999999998,863.0079999999998,1029.078,374.731,5127.844999999999,50390.375,11522.192,1000.162,177.18600000000004,58760.625,37893.375,15120.407000000001,5953.094999999999,33415.314,68515.5,9863.095,5410.669,27285.938999999995,4625.4839999999995,4939.2970000000005,8591.844000000001,21040.874999999996,119350.272,,14159.456,25185.315000000002,24497.404,15735.437000000002,12178.844000000001,2518.38,1196.9879999999998,849.5540000000001,6373.502,35100.25,4923.803,18694.094
2022-12-01,142658,26719,4134,,,57711,2169,54329,701.125,98.945,357,843284.625,26321.185999999994,48305.375,172229.5,160489.5,2505.348,1379.044,17087,186251.5,50647.125,44565.875,9318.049000000003,34459.75,33867.18800000001,28081.563,12608.312000000002,31994.125,10653.498,92755,26336.496000000003,6863.9940000000015,7490.526999999999,8895.812000000002,10422.75,5995.777,2866.642,14117,2129.935,8817.811000000002,4603.048000000001,32366.75,11208.561,68806.875,37380.873999999996,28657.310999999998,24780,24439.503999999994,373.8399999999999,5566.531,52292.625,84801.5,142952,6208.674000000001,12967.219,10605.902999999998,2190.7229999999995,1176.915,696.562,1319.751,677.2,169.092,141.943,635.701,1377.6510000000005,480.72999999999996,6215.873000000001,60710,13715.465999999999,697.8700000000001,221.34699999999995,67684.125,46143.125,15766.906999999997,10617.641,51383.377,86688.25,11317.499000000002,7020.188999999999,30414.248999999993,5400.906,7165.055,10321.359,34015.626,143216.89899999998,,17688.2,27651.313,21376.906,18328.592999999993,11925.667999999996,2867.9279999999994,1346.002,838.505,3434.3770000000004,35775.313,4233.049,20093.014000000003
2023-01-01,128240,24482,3729,10222,2573,51582,2230,49645,,,,683031.75,19924.123999999996,37108.25,156612.5,142925.5,2264.778,1355.9759999999999,14363.375,157041.5,34418.125,37127.5,5747.5470000000005,28699.25,31514.312999999995,25593.566999999995,11113.503999999999,28060.688000000006,8852.688000000002,88608.75,23660.441999999992,6652.985999999999,7283.094000000001,9281.284999999996,8254.252,6172.325000000002,2239.0309999999995,12490.282,2119.681,9572.126,3668.404,31638.687,11206.875,66402.75,31890.625,25797.06,27704.125,24378.438000000002,385.76499999999993,4805.186,45121.75,69763,118882.5,6119.762000000001,13104.465999999995,7804.595,1744.5850000000003,763.5379999999999,472.475,1110.3419999999999,575.2410000000001,139.839,99.79499999999999,415.64599999999996,1404.5970000000004,338.57800000000003,5387.422,58462.25,13785.655000000002,582.421,210.42300000000006,56435.75,40029,11685.404000000004,11328.374000000003,52322.062,56915.125,8517.031,6040.951000000001,21597.314000000002,4847.937,7374.293999999999,6849.875000000001,24303.375000000004,101195.39600000002,,11336.211000000001,26127.343000000004,16732.639,16360.878,8914.971,2319.837,903.3819999999998,572.276,5266.374,17579.561999999998,2029.372,14747.375000000002
2023-02-01,124159,23496,3637,39264,7529,54070,3740,50779,,,,693305.25,21252.755,33846.5,153054.5,134321,2269.9009999999994,1131.685,14884.125,158686,39353.5,33796.25,7651.440000000001,29547.875,29796.566,25212.936,11991.563999999998,29596.248000000007,8938.093,83562.25,23572.877999999997,5981.894999999999,6489.844,8380.378,7851.718,5656.407999999999,2053.032,12599.628,1743.583,8815.533000000001,3334.4529999999995,29593.188,10014.376,62955,31770.375,22695.058999999997,30317.875,23265.188,352.965,4392.652,46101.375,74477,115622.5,6259.640999999999,13763.405999999999,8308.469,2100.96,756.705,492.435,985.2120000000001,532.54,184.796,94.371,816.4969999999998,1230.606,261.15600000000006,5322.81,54510.5,12998.784000000001,1018.6830000000002,220.89099999999996,49459,32122.125,11627.375,8436.593,47324.002,58745.25,8312.472,5577.216,20268.189,4471.14,6692.092,6820.172000000002,25854.875999999997,99027.733,,10279.485999999997,24473.574000000004,21159.703999999998,16052.843999999997,9293.677000000001,2633.501,941.501,586.805,7902.875,19430.001,1861.921,13448.076000000001
2023-03-01,174707,28923,4327,27258,5618,65561,9055,61114,,,,878849.5,26166.813000000002,42541.25,187489.5,154940.5,2771.528,1233.1119999999996,18554.5,205201,67391.875,46441,10252.955999999995,38864,36928.37699999999,29403.25,14226.376999999997,34991.436,11654.506,101232.75,29955.563000000002,6690.264000000002,7700.78,9610.367,9877.375,6215.4079999999985,2260.6420000000003,14958.685000000001,1924.1239999999996,10090.874999999996,5238.846,32242.686999999998,10626.811,67903.125,36357.375,33750.187,36453.5,30753.939,392.527,5029.378000000001,55582,88499,160809.5,8153.856999999999,14644.061999999998,12088.124,2898.9189999999994,1138.9050000000002,794.2699999999999,1152.157,633.037,144.52599999999998,114.32900000000002,498.63199999999995,659.763,211.912,6625.0289999999995,67083.625,15958.872999999998,1024.6360000000002,247.34300000000005,64865,42387.375,15396.563999999997,8988.234,51957.188,98342.5,11733.690999999999,6533.141999999998,32892.621999999996,5064.888999999999,7230.574,10795.421999999999,29995.688000000002,149768.464,,13559.144,30303.499,26003.098000000005,18190.217,13240.381,3531.9719999999993,1283.4389999999999,908.606,8477.377,46468.813,4572.351000000001,22097.264000000003
2023-04-01,173334,28484,3974,8065,1064,71858,9857,67822,,,,866384,26839.815000000002,42860.25,188222,160483.5,2044.2910000000006,1255.2400000000005,20150.25,197319,44070.75,45425.625,9159.657000000001,41219.125,38038.435999999994,33977.875,12075.376,36703.375,12804.751999999999,99351,29251.375,6490.188,7772.284,9687.438999999997,9503.436,5468.672999999999,2187.252,14199.563000000002,2036.827,12358.311,6901.326,30296.379,10536.372,68959.625,38673,35262.81,37447.375,31207.752,391.9829999999999,5004.628,54892.75,85584.75,155667.5,7530.593999999999,12823.783,11153.969000000001,2222.038,921.427,783.7070000000001,977.806,537.577,145.952,100.63399999999999,,,,6648.5160000000005,66021.25,15697.811999999998,827.0989999999999,215.54499999999996,72066.25,48219.875,16745.315,8066.534000000001,48409.687000000005,80012.25,11250.498000000001,6340.862999999999,36340.504,5429.377000000001,6758.1359999999995,11116.719,35396.996999999996,134870.829,,13401.587,31389.938999999995,28636.531,17631.723,12131.772999999997,2759.6150000000002,1067.3799999999997,884.346,7926.879000000001,34165.564000000006,4602.877,25223.784
2023-05-01,228462,36145,4491,,,95010,8796,89961,,,,1165775,45507.94,64302,235076.5,201922,2361.572,1290.3890000000001,26852.625,271497,47982.625,62752,11779.468,54162.5,51245.81500000001,45938,14141.281999999997,46123.375,18305.126999999997,117909.5,37857.938,7431.298,8145.905,10476.187,14072.658,6410.377000000001,2172.815,17777.871999999996,2529.7090000000003,13383.533999999996,7642.517,34646.127,12334.439,80604,49178.5,42004.938,44939.625,38692.253000000004,439.71399999999994,6701.094,69819.625,116087.75,220279,8949.642,14800.191,17491.624999999996,3716.0770000000007,1460.4189999999999,1247.931,1130.0330000000001,611.5620000000001,146.96599999999998,125.37299999999999,,,,9665.530999999997,77864.25,18205.25,1866.0240000000003,249.69299999999998,84235.375,54095.75,20065.061,8029.655,52309.252,106855.375,14682.278999999999,7912.7339999999995,58077.18900000001,7867.093000000001,7270.624000000002,17883.672,49452.251000000004,199536.497,,28931.428,41580.42,38093.968,21841.185999999998,18621.685999999998,4327.655999999999,1607.3839999999998,1373.3090000000002,8839.814,54545.501000000004,7459.433,40193.63999999999
2023-06-01,195977,33500,4124,,,99268,8747,94113,,,,1123245,49183.875,57177.875,230687,195276.5,1763.6789999999999,1130.1730000000005,26833.5,263235.5,43288,58217.625,8607.263999999997,50748.125,50662.188,48635.75,13403.499000000002,45157.625,18747.907000000003,113867.25,37946.06300000001,7210.1100000000015,8273.374,10433.686999999998,13137.408999999998,5962.032999999999,2419.2029999999995,18215.185999999994,2758.946,16294.468,8260.283000000001,33782.498999999996,12526.749,83776.5,47905.875,35082.311,44711.875,39113.43499999999,441.558,6395.467,68959.375,114549.5,207158.5,8476.017999999998,18439.093000000004,14519.034000000001,2919.075999999999,981.8479999999998,796.594,993,544.2460000000001,134.292,97.914,,,,7840.83,75163.5,17358.03,2171.221,238.05,83204.5,57640.25,18031.688,6610.344000000001,50857.625,70266.125,13032.967999999997,6935.735000000001,53655.56300000001,8644.159,7041.657,15710.751,40023.941000000006,160309.95200000002,,26867.337,42821.065,38547.02999999999,21345.25,15512.072999999999,3463.326,1116.144,894.5169999999999,8519.186,31589.25,6122.920999999998,37944.481
2023-07-01,137205,30170,4073,1277,115,99170,12492,94003,,,,1049985,44366,55200,228577.5,184142,2040.7600000000004,1115.01,27749.625,238780.5,34794.125,54418.75,6925.374,48638.75,46919,51080.75,13916.564,43201.625,17274.313,114819,41275.688,7188.236,7262.3150000000005,10559.311000000002,11607.467999999999,5646.813999999999,2341.091,16806.189,3089.514000000001,16442.91,8532.123,31736.374999999993,12294.432999999999,81039.5,47947.375,34717.75,42453.125,38244.127,483.949,6116.2210000000005,69791.5,108515.25,180610,9187.143000000004,17540.688000000002,7948.402999999999,1495.3760000000002,561.15,571.0339999999999,830.2829999999999,454.48800000000006,166.61599999999999,80.60299999999998,,,,6531.638000000002,77191.75,17457.844000000005,1383.2060000000001,221.46699999999998,77786.75,55441.625,16298.127,6642.939,48192.5,18237.125,9276.909,3702.9839999999995,42727.435,6500.483,6396.769,9762.562,26122.002999999993,43731.70300000001,1376.087,7919.822999999999,40386.875,36558.93899999999,20170.72,8778.76,1949.8549999999998,727.7729999999999,651.6389999999999,8566.19,0,3008.4410000000003,32964.937000000005
2023-08-01,141588,30515,4239,,,94776,15224,89726,,,,507603.782,20933.75,27640.25,107975.5,90643.5,854.031,549.718,13861.375,111968.5,16657,24621.25,3187.875,24212.5,21734.75,25202.75,7025.0960000000005,20629.625,7091.281,54114.75,19059.25,3070.4700000000003,3766.749,5364.53,5481.095,2822.4809999999998,1123.751,7830.433999999999,1528.1910000000003,7926.0650000000005,3972.562,15196.062,6448.5,37424.5,23651.375,16767.311999999998,18896.5,15914.5,235.72000000000003,3393.7200000000003,30698.375,11237.25,21111,929.828,1558.501,3769.967,597.3040000000001,285.791,148.13899999999998,367.9480000000001,222.354,79.78799999999998,38.11699999999999,,,,2946.28,36134,8344.624,1712.8299999999997,79.102,36248.25,26858.5,7173.251,2919.687,22668.75,8466.25,3843.75,1525.7359999999999,16926.436,2978.4230000000002,2760.721,3606.249,13205.062,19612.504,1683.7209999999998,4442.139999999999,18788.577,17709.906,9636.436,4137.884,819.667,365.579,186.25900000000001,3993.689,0,1134.5159999999998,13320.187999999998
2023-10-01,197756,34403,4524,,,87683,8705,82958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,194827,31728,4379,,,92418,10196,87572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
